intellij_action_id,intellij_action_class,category,capability,engine_api,swiftui_entry,status,success_path,failure_path,test_evidence,notes
Arbor.Current.Shelf.LifecycleRetryResultAccumulation.2026-08-26,current verification override,stash,Recently Deleted Shelf lifecycle retry cumulative item result tree,shelf lifecycle stable notification + FeedbackOperationItem merge,Arbor/WorkspaceOperations.swift: restoreDeletedShelves/deleteDeletedShelves + retryShelfLifecycleBatch; Arbor/FeedbackCenter.swift: stable lifecycle item preservation,verified-partial,"Restore Selected and Delete Permanently Selected now reuse stable root-qualified lifecycle IDs from the start; Retry Remaining Shelf Actions preserves completed rows, updates only retried names, keeps item/file order after reload, and skips a second permanent-delete confirmation on the semantic retry route","Full ShelvedTreeModel/DeleteProvider/DataContext lifecycle, finer Recently Deleted notification grouping and UI automation remain partial",Arbor/ArborTests/CompareSelectionTests.swift::testFeedbackHistoryRestoresShelfLifecycleBatchRetryActionAcrossReload + focused xcodebuild test,Extends the cumulative result invariant from active Shelf Apply/Pop/Drop to Recently Deleted Restore/Delete without changing Rust lifecycle authority
Arbor.Current.Shelf.MemberBatchRetryResultAccumulation.2026-08-26,current verification override,stash,Shelf member-group batch retry cumulative item/file result tree,shelf member-batch stable notification + FeedbackOperationItem merge,Arbor/WorkspaceOperations.swift: doShelveUnshelvePathGroups/doShelveDropPathGroups/doShelveDeleteDeletedPathGroups + retryShelfMemberBatch; Arbor/FeedbackCenter.swift: stable item preservation,verified-partial,"Grouped Shelf member Apply/Drop/Delete actions now use stable root-qualified member-batch notification IDs, persist one item per Shelf with file children, preserve completed groups across Retry Remaining Shelf Changes, replace only retried groups, and restore the tree after Operation Log reload","Full ShelvedTreeModel/DataContext/DeleteProvider lifecycle, native grouped ChangesBrowser selection and UI automation remain partial",Arbor/ArborTests/CompareSelectionTests.swift::testFeedbackShelfMemberRetryPreservesGroupedPathResults + focused xcodebuild test,Closes the member-level result-tree loss while keeping persisted rows presentation-only and Rust repository state authoritative
Arbor.Current.Shelf.ProjectScopedRecycledSetting.2026-08-26,current verification override,stash,Project-scoped Show Already Unshelved setting and cleanup notification lifecycle,project-keyed UserDefaults + stable shelf-metadata.clean notification,Arbor/RebasedWorkspaceViews.swift: ShelfViewSettings + RebasedCommitWorkspace; Arbor/WorkspaceOperations.swift: cleanRecycledShelves,verified-partial,"Show Already Unshelved is persisted per project and reloaded when the active project changes instead of leaking through one global AppStorage key; Clear Already Unshelved uses one root-qualified stable notification ID from begin through empty/success/failure completion and reuses the same Operation Log entry","Native ShelveChangesManager project workspace state, ShelvedTreeModel/DataContext/VcsNotifier lifecycle, cleanup result presentation and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testShelfViewSettingsAreProjectScoped + testFeedbackCleanShelfLifecycleReusesStableNotificationEntry + focused xcodebuild test","Closes cross-project setting leakage and unstable cleanup history identity without claiming native Shelf workspace state parity"
Arbor.Current.Shelf.ProjectScopedRemoveAppliedSetting.2026-08-26,current verification override,stash,Project-scoped Remove Applied Files from Shelf policy,project-keyed UserDefaults + shelf unshelve fallback,"Arbor/RebasedWorkspaceViews.swift: ShelfViewSettings + RebasedCommitWorkspace; Arbor/WorkspaceOperations.swift: doShelveUnshelveIntoChangeList",verified-partial,"Remove Applied Files from Shelf is now persisted per project using the normalized project path; ordinary Unshelve, silent Unshelve, Recently Deleted, and target-Changelist paths all use the active project's value, and the legacy global key is ignored","Native ShelveChangesManager project state, ShelvedTreeModel/DeleteProvider/DataContext/VcsNotifier lifecycle, and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testShelfRemoveAppliedSettingIsProjectScoped + focused/full xcodebuild test + cargo fmt --check + cargo test --workspace --all-targets --quiet","Current verification override for IntelliJ ShelveChangesManager.State.myRemoveFilesFromShelf"
Arbor.Current.CherryPick.ProjectScopedPublishedSuffix.2026-08-26,current verification override,history,Project-scoped published Cherry-pick suffix setting,project-keyed UserDefaults + GitVcsSettings-equivalent effective lookup,"Arbor/BeforeCommitSettingsView.swift: GitCherryPickSettings; Arbor/DiagnosticsLogger.swift: ProjectGitIncomingChangesSettingsView; Arbor/WorkspaceOperations.swift: runLogApplyOperation",verified-partial,"Project Git Settings can override whether Cherry-pick appends the published-commit suffix for commits already reachable from a protected remote branch; each Log/Recovery operation captures the effective decision, and projects without an override inherit the application setting","Native GitVcsSettings workspace component, exact GitVcsNotifier/DataContext lifecycle, and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testCherryPickPublishedSuffixSettingIsProjectScopedWithGlobalFallback + focused/full xcodebuild test + cargo fmt --check + cargo test --workspace --all-targets --quiet","Closes cross-project suffix leakage while preserving global compatibility"
Arbor.Current.Push.ProjectScopedTagMode.2026-08-26,current verification override,push_fetch,Project-scoped default Push tag mode,project-keyed UserDefaults + PushDialogView defaultPushTagMode,"Arbor/BeforeCommitSettingsView.swift: GitPushTagSettings; Arbor/DiagnosticsLogger.swift: ProjectGitIncomingChangesSettingsView; Arbor/ContentView.swift: single/multi-root PushDialogView; Arbor/WorkspaceOperations.swift: beginMultiRootPushDialog",verified-partial,"Project Git Settings can persist All tags or Tags reachable from current branch per project; single-root, multi-root, and submodule Push dialogs load that default while the user can still disable tags for one operation","Native GitVcsSettings workspace component, full PushOptionsPanel/DataContext/VcsNotifier lifecycle, and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testPushTagModeSettingIsProjectScopedAndDefaultsToOff + focused/full xcodebuild test + cargo fmt --check + cargo test --workspace --all-targets --quiet","Closes the missing project default for GitVcsOptions.pushTags without forcing tags on when no project override exists"
Arbor.Current.Push.ProjectScopedAutoUpdateOnRejected.2026-08-26,current verification override,push_fetch,Project-scoped auto-update after current-branch Push rejection,project-keyed UserDefaults + guarded Push recovery runner,"Arbor/BeforeCommitSettingsView.swift: GitPushAutoUpdateSettings + gitPushAutoUpdateIsEligible; Arbor/DiagnosticsLogger.swift: ProjectGitIncomingChangesSettingsView; Arbor/WorkspaceOperations.swift: doPush/pushInRoot/finishMultiRootPush",verified-partial,"Project Git Settings can enable automatic Merge/Rebase update-and-retry for non-fast-forward rejection of the checked-out branch; force pushes, custom refspecs, non-current branches, missing upstreams, and force-with-lease rejection stay manual; single-root, root-scoped, and multi-root Push paths use the guard","Native GitVcsSettings workspace component, exact GitPushOperation dialog/do-not-ask lifecycle, local-history labels, and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testPushAutoUpdateSettingIsProjectScopedAndGuarded + focused xcodebuild test + full xcodebuild test + cargo fmt --check + cargo test --workspace --all-targets --quiet","Closes the missing PUSH_AUTO_UPDATE project behavior while preserving safe explicit recovery for ineligible Pushes"
Arbor.Current.Commit.ProjectScopedSignOffDefault.2026-08-26,current verification override,commit,Project-scoped SIGN_OFF_COMMIT default,project-keyed UserDefaults + commit dialog default propagation,"Arbor/BeforeCommitSettingsView.swift: GitSignOffCommitSettings; Arbor/DiagnosticsLogger.swift: ProjectGitIncomingChangesSettingsView; Arbor/WorkspaceOperations.swift: project load and identity compatibility save",verified-partial,"Project Git Settings now controls the default Signed-off-by state for single-root and multi-root Commit dialogs; projects without an override inherit the legacy global identity setting; switching projects reloads the effective value","Native GitVcsSettings workspace component, exact CommitOptionsPanel/DataContext lifecycle, and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testSignOffCommitSettingIsProjectScopedWithGlobalFallback + focused xcodebuild test","Closes cross-project SIGN_OFF_COMMIT leakage while preserving compatibility with the existing identity setting"
Arbor.Current.Reset.ProjectScopedDefaultMode.2026-08-26,current verification override,branch,Project-scoped RESET_MODE default,project-keyed UserDefaults + reset dialog default propagation,"Arbor/BeforeCommitSettingsView.swift: GitResetModeChoice/GitResetModeSettings; Arbor/DiagnosticsLogger.swift: ProjectGitIncomingChangesSettingsView; Arbor/WorkspaceOperations.swift: resetFromLog/resetCommit/resetCommitsAcrossRoots",verified-partial,"Project Git Settings now persists Soft/Mixed/Hard/Keep as the default Reset mode; the Reset dialog reloads the active project's value and saves the selected mode for subsequent single-root and multi-root resets; the default remains Mixed","Native GitVcsSettings workspace component, exact GitNewResetDialog/DataContext lifecycle, and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testResetModeSettingIsProjectScopedAndDefaultsToMixed + focused/full xcodebuild test","Closes the missing RESET_MODE persistence while preserving the explicit destructive confirmation for Hard reset"
Arbor.Gap.Commit.WarningChecks.2026-08-26,current gap audit,commit,Project-scoped Commit warning handlers and warning interaction,commit_checks + CommitCheckKind,WorkspaceOperations.swift: doCommit + multi-root commit runner,verified-partial,"Rust and Swift now cover the four warning categories, project switches, the default 50 MB threshold, selected-path checks, Git LFS exclusion, root-qualified Continue/Cancel, and project-level Do-not-ask; Commit now presents warnings one category at a time in CommitCheck order, with duplicate categories suppressed within one operation and CRLF Set core.autocrlf and Commit preserved","Fork GitCheckinHandlerFactory also owns native DialogWrapper/CommitCheck workspace, VcsNotifier/DataContext lifecycle, and warning details links","arbor-engine/tests/commit_checks.rs::configurable_large_file_limit_and_selected_paths_cover_bad_names + ArborTests/CompareSelectionTests.swift::testCommitWarningSettingsAreProjectScopedAndDefaultToIntelliJValues + xcodebuild test + script/build_and_run.sh --verify","P1 reduced to native warning lifecycle/details links and UI automation"
Arbor.Current.Commit.ProjectScopedWarningChecks.2026-08-26,current verification override,commit,Project-scoped pre-commit warning checks and decision,commit_checks_with_large_file_limit + commit_checks_with_large_file_limit_for_paths + set_global_core_autocrlf,BeforeCommitSettingsView.swift: GitCommitWarningSettings + DiagnosticsLogger.swift: ProjectGitIncomingChangesSettingsView + WorkspaceOperations.swift: doCommit/performMultiRootCommit,verified-partial,"Four project-scoped warning switches and a default 50 MB threshold are persisted; Rust detects configurable large files, selected-path scope, mixed line endings, detached HEAD, Git LFS roots, and Windows reserved/invalid names; single-root and multi-root Commit collect warnings before Git mutation, then present each warning category in order with root-qualified text, CRLF Set core.autocrlf and Commit, Commit Anyway, Cancel, and category-scoped Do-not-ask","Detached-rebase details links, native GitVcsSettings/DialogWrapper/CommitCheck/VcsNotifier/DataContext lifecycle, and UI automation remain partial","arbor-engine/tests/commit_checks.rs + ArborTests/CompareSelectionTests.swift::testCommitWarningSettingsAreProjectScopedAndDefaultToIntelliJValues + xcodebuild test + cargo fmt --check + cargo test --workspace --all-targets + script/build_and_run.sh --verify","Closes the silent-warning and aggregate-alert interaction gap while preserving explicit cancellation before Git mutation"
Arbor.Current.Commit.ProjectScopedIdentityScope.2026-08-26,current verification override,commit,Project-scoped Git identity scope and missing-identity recovery,git_identity + git_config_effective_value + set_git_identity_with_global_name_email + commit_checks,BeforeCommitSettingsView.swift: GitIdentityScopeSettings + GitIdentitySettingsView; ContentView.swift: identity retry state; WorkspaceOperations.swift: single/multi-root commit recovery,verified-partial,"Git identity checks use effective config including global values; the identity sheet persists a project-level global/local choice, global mode writes user.name/email globally while keeping signing settings local, single-root save automatically retries the blocked commit, and multi-root failures expose a root-safe Codable Configure Git Identity action","Fork's detached-rebase special warning, native GitCheckinHandler/DialogWrapper/DataContext/VcsNotifier lifecycle, and UI automation remain partial","arbor-engine/tests/identity.rs::global_identity_is_effective_and_removes_local_override + ArborTests/CompareSelectionTests.swift::testGitIdentityScopeIsProjectScopedAndDefaultsGlobal + xcodebuild test (601 passed) + cargo test --workspace --all-targets + script/build_and_run.sh --verify","Closes the current identity scope/recovery gap without importing IDE-only author movement providers"
Arbor.Current.Commit.PreviousAuthorHistory.2026-08-26,current verification override,commit,Project-scoped PREVIOUS_COMMIT_AUTHORS MRU history,GitVcsSettings.PREVIOUS_COMMIT_AUTHORS + GitCommitOptions author editor,BeforeCommitSettingsView.swift: GitCommitAuthorHistorySettings + GitIdentitySettingsView; ContentView.swift: Recent authors menu; WorkspaceOperations.swift: commit author recording,verified-partial,"Commit author history is isolated by standardized project path, de-duplicated in MRU order, capped at 16 entries, and updated by single-root Commit, Commit and Push, and multi-root Commit; Git Identity sheet can select a previous author to refill author name/email without changing committer","Native GitVcsSettings workspace persistence, exact CommitOptionsPanel/DataContext lifecycle, and UI automation remain partial","ArborTests/CompareSelectionTests.swift::testCommitAuthorHistoryIsProjectScopedMRUAndCapped + xcodebuild test (601 passed) + cargo fmt --check + cargo test --workspace --all-targets + script/build_and_run.sh --verify","Closes the missing PREVIOUS_COMMIT_AUTHORS interaction while keeping author history project-scoped"
Arbor.Current.Branch.RootSync.2026-08-26,current verification override,branch,Project-scoped ROOT_SYNC branch action scope,GitVcsSettings.rootSync + shouldExecuteOperationsOnAllRoots,"DiagnosticsLogger.swift: GitRootSyncChoice/GitRootSyncSettings/ProjectGitIncomingChangesSettingsView; RebasedDialogs.swift: MultiRootBranchesPopover scope menu and cross-root action gating",verified-partial,"Project path-scoped NOT_DECIDED/SYNC/DONT_SYNC state is persisted; Branch Popup exposes scope selection; SYNC/NOT_DECIDED preserve cross-root same-name branch/tag/remote actions, DONT_SYNC hides those shortcuts while leaving explicit multi-selection available","Native GitVcsSettings/DvcsSyncSettings state component, first-run synchronization prompt, full affected-repository routing and native DataContext/VcsNotifier/UI automation remain partial","ArborTests/CompareSelectionTests.swift::testRootSyncSettingIsProjectScopedAndDefaultsToNotDecided + xcodebuild test (602 passed) + cargo fmt --check + cargo test --workspace --all-targets + script/build_and_run.sh --verify","Closes the missing ROOT_SYNC project state and Branch Popup presentation boundary while preserving safe root-qualified explicit actions"
Arbor.Current.Commit.MessageCleanup.2026-08-26,current verification override,commit,Git commit message cleanup for object-level commit-tree paths,commit.cleanup + core.commentChar -> IntelliJ GitCommitMessageFormatter,"arbor-engine/src/commit_message.rs: format; arbor-engine/src/repo.rs: commit_inner/amend/rebase replay",verified,"gix-backed single-root, multi-root, merge, amend and object-level rebase commit paths apply default/whitespace/scissors, verbatim, strip and custom comment-prefix semantics before writing objects","Native CommitOptionsPanel/GitCheckinEnvironment/VcsNotifier/DataContext lifecycle and UI automation remain partial","arbor-engine/src/commit_message.rs::tests + tests/commit_push.rs::gix_commit_paths_apply_commit_cleanup_and_comment_char + tests/multi_root.rs::multi_root_commit_uses_each_root_message_cleanup_config + tests/merge.rs::merge_commit_tree_applies_repository_message_cleanup + cargo fmt --check + cargo test --workspace --all-targets --quiet","Closes the reference GitCommitMessageFormatter gap without changing system-Git commit cleanup"
Arbor.Current.OperationActionGroups.2026-08-26,current verification override,cross-cutting,In-progress Git action groups in main menu and Branches Popup,operation_state,"ArborApp.swift: ProjectCommands; ContentView.swift: focused operation context; RebasedDialogs.swift: BranchPopupOperationActionID; RebasedWorkspaceViews.swift: GitMergeRebaseWidget",verified-partial,"Main menu exposes Git.Merge.Commit/Git.Merge.Abort and Rebase Abort/Continue/Skip plus Cherry-pick/Revert recovery actions from the live current-root state; Branches Popup keeps Git.Ongoing.Rebase.Actions boundaries; Merge Commit is hidden/disabled with unresolved conflicts; every action carries project/root-qualified operationRecovery request","Native action-group/DataContext/VcsNotifier lifecycle and UI automation remain partial","ArborTests/CompareSelectionTests.swift::testBranchPopupOperationActionsMatchIntelliJGroupsAndConflictVisibility + focused xcodebuild test (345 passed)","Closes the missing Git.MainMenu.MergeActions/Git.MainMenu.RebaseActions presentation gap without routing a secondary-root operation to the current Repository"
Arbor.Current.GitShowStageMenuAction.2026-08-26,current verification override,index,Git.Show.Stage main-menu reachability,show_staging_area,"ArborApp.swift: ProjectCommands + WorkspaceOperations.swift: handleArborVCSActionNotification",verified-partial,"VCS > Git > Show Staging Area now directly opens the root-scoped fixed Staging/Commit workspace; it reuses the existing HEAD/index/worktree model and clears Shelf tab selection without adding a second staging mode","Native IntelliJ action-group/DataContext/focus lifecycle and UI automation remain partial","ArborTests/CompareSelectionTests.swift::testVCSActionContextMatchesGitMenuEnablement + focused xcodebuild test (345 passed)","Closes the user-visible Git.Show.Stage reachability gap while preserving the fixed staging-area product decision"
Arbor.Current.GitAddIgnoredConfirmation.2026-08-26,current verification override,index,Git.Add ignored-file confirmation,stage(path),"RebasedWorkspaceViews.swift: RebasedIgnoredGroup context menu + confirmationDialog",verified-partial,"Ignored Files rows now expose Add to Git…; explicit confirmation reuses root-scoped stage(path), and the engine status transitions from Ignored to staged Added","Cancel leaves the ignored file unchanged; native ScheduleForAdditionAction/ChangesView/DataContext lifecycle and UI automation remain partial","arbor-engine/tests/status.rs::explicitly_staging_an_ignored_file_adds_its_contents_to_the_index + focused xcodebuild test (345 passed)","Closes the Git.Add containsIgnored confirmation gap without changing default Stage all ignored-file exclusion"
Arbor.Current.Commit.WarningRebaseContext.2026-08-26,current verification override,commit,Commit warning rebase context,commit_checks + commitWarningSetting,"checks.rs: RebaseInProgress; WorkspaceOperations.swift: commit warning mapping",verified-partial,"Interactive rebase suppresses the generic DetachedHead check; other unfinished rebase states emit a non-blocking RebaseInProgress warning and Swift routes it through the project-scoped detached-head warning setting","Native GitCheckinHandler/DialogWrapper/VcsNotifier/DataContext lifecycle and UI automation remain partial","arbor-engine/tests/commit_checks.rs::interactive_rebase_suppresses_generic_detached_warning + noninteractive_rebase_uses_rebase_specific_warning + focused xcodebuild test (346 passed)","Aligns Commit warning classification with GitDetachedRootCheckinHandler without changing the commit safety gate"
Git.Ignore.File,git4idea.ignore.actions.GitIgnoreFileActionGroup,ignore,Ignore or exclude unversioned files,add_to_gitignore + add_to_gitignore_rules + add_to_gitignore_at + add_to_gitignore_at_paths + exclude_path,"RebasedWorkspaceViews.swift: gitIgnoreActionAvailable + gitIgnoreFileCandidates + gitIgnoreTargetPaths + cross-group context selection + root creation confirmation + file context menu",verified-partial,"Ignore and Exclude are visible only for unversioned, unstaged files; existing .gitignore candidates from the target directory through the Git root are selectable; cross-group Cmd-selection intersects non-empty common candidates, filters paths outside the chosen ignore root, and Rust validates every passed target before one batch write; no candidate asks before creating the root .gitignore","Native ChangesView/DataContext action lifecycle, native notifications and UI automation remain partial","arbor-engine/tests/staging_model.rs::gitignore_rule_can_target_existing_ancestor_ignore_file + gitignore_rule_can_create_a_target_directory_ignore_file + gitignore_rules_can_append_multiple_targets_to_shared_file + gitignore_target_rejects_ignore_file_outside_target_ancestry + Arbor/ArborTests/RepositoryFileChangeMonitorTests.swift::testGitIgnoreCandidatesFollowTargetAncestryAndProduceRelativeRules + testGitIgnoreCandidatesIntersectAcrossSelectedPaths + testGitIgnoreRootCreationConfirmationOnlyAppliesToMissingRootFile + focused xcodebuild test","Aligns GitIgnoreFileActionGroup common-candidate selection, creation confirmation and root-qualified safe writes"
Arbor.Current.PatchExport.Configuration.2026-08-26,current verification override,history,IntelliJ Create Patch configuration across Log Compare and Diff Viewer,git diff/show --binary --no-ext-diff with --relative/reverse,ContentView.swift: PatchExportOptions + RebasedDialogs.swift: RebasedPatchExportDialog + WorkspaceOperations.swift + DiffDetailView.swift,verified-partial,"Log selected changes, Compare selected tree changes, and Diff Viewer exports now share reverse, clipboard, and safe in-root base-directory options; single revision export adds Subject header and multi-group export normalizes boundaries","Full IntelliJ PatchWriter file/encoding/common-parent persistence, native Changes action/DataContext/VcsNotifier lifecycle and UI automation remain partial; full revision export keeps repository-root base because complete path set is not loaded before dialog","ArborTests/CompareSelectionTests.swift::testPatchExportBaseDirectoryRejectsPathsOutsideSelectedBase + testPatchExportArgumentsPreserveAndToggleExistingReverseFlag + testPatchExportTextKeepsCommitHeaderAndStableMultiPartBoundary + full xcodebuild test","Closes the concrete configuration gap without claiming full native PatchWriter parity"
Arbor.Current.PatchExport.EncodingPersistence.2026-08-26,current verification override,history,PatchWriter charset and export preference persistence,patchExportData + project-scoped UserDefaults + save panel directory,ContentView.swift: PatchExportEncodingChoice/PatchExportSettings + RebasedDialogs.swift: RebasedPatchExportDialog + WorkspaceOperations.swift + DiffDetailView.swift,verified-partial,"Create Patch offers UTF-8, UTF-16, ISO-8859-1, and Windows-1252; encoding, clipboard preference, and last output directory are scoped to the canonical Git root; file writes use explicit non-lossy Data encoding while clipboard output remains Unicode text","Rust GitCommandResult currently exposes stdout as String through UTF-8-lossy conversion, so arbitrary non-UTF-8 Git diff bytes are not fully preserved; IntelliJ CharsetToolkit/EncodingProjectManager defaults, native dialog/action lifecycle and UI automation remain partial","ArborTests/CompareSelectionTests.swift::testPatchExportEncodingUsesExplicitBytesAndRejectsLossyConversion + testPatchExportSettingsAreProjectScopedAndRememberDestination + focused/full xcodebuild test","Closes PatchWriter explicit file encoding and preference-memory gap without claiming raw non-UTF-8 source-byte parity"
Arbor.Current.PatchExport.RawStdoutBytes.2026-08-26,current verification override,history,PatchWriter raw Git stdout byte preservation,GitCommandResult.stdout_bytes + GitProcessOutcome.stdout_bytes,arbor-engine/src/repo.rs + arbor-engine/src/gitprocess.rs + ContentView.swift + WorkspaceOperations.swift + DiffDetailView.swift,verified-partial,"普通与可取消 Git 执行均保留原始 stdout bytes；Compare、Log、Diff Viewer 及多组 Log 文件导出不再把 Git 输出先经 UTF-8-lossy String；有效 UTF-8 仍可转码，非法 UTF-8 在选择 UTF-8 时逐字节写盘，剪贴板保持 Unicode 文本","未知源字符集的非 UTF-8 输出不能安全转码为另一目标字符集而会明确失败；IntelliJ CharsetToolkit/EncodingProjectManager 默认值、原生 dialog/action/DataContext/VcsNotifier lifecycle 和 UI automation 仍为 partial","arbor-engine/tests/console.rs::raw_git_command_preserves_non_utf8_stdout_bytes + ArborTests/CompareSelectionTests.swift::testPatchExportDataPreservesNonUtf8BytesOnlyForExplicitUtf8Output + testJoinedGitPatchDataPreservesPayloadAndNormalizesSeparators + cargo test --workspace --all-targets + full xcodebuild test + script/build_and_run.sh --verify","Closes the raw stdout byte-loss gap while keeping charset conversion fail-closed"
Arbor.Current.GitHttpAuthSessionReuse.2026-08-26,current verification override,commands,"HTTPS askpass username persistence, one-dialog prompt reuse and stale secret invalidation",CredentialBroker + CredentialRequestHandler remote_url/failed callback,CredentialAuth.swift: GitRememberedUsernameStore + CredentialDialogView + KeychainStore.gitCredential,verified-partial,"每个认证轮次携带无密码 remote URL；Swift 按完整远端 URL 记住用户名；用户名 prompt 中提供的 password 在同轮 password prompt 中复用，避免连续两次对话框；认证失败只清除对应 host/user 的 Keychain secret 后再进入一次 fresh askpass retry","真实 sshd、Keychain UI automation、credential helper/SSH agent 来源级成功观测与完整原生 VcsNotifier/DataContext 生命周期仍 partial","arbor-engine/src/auth.rs unit tests + tests/auth.rs::wrong_credentials_retry_then_success + ArborTests/KeychainStoreTests.swift::testGitRememberedUsernameIsScopedByRemoteWithoutStoringSecrets + full xcodebuild test","Aligned with GitHttpGuiAuthenticator provider session and forgetPassword semantics without mixing SSH/hosting credentials"
Arbor.Current.CompareBranchesSwapSides.2026-08-26,current verification override,history,"Compare Branches Show Diff with Working Tree side orientation","project-scoped SWAP_SIDES_IN_COMPARE_BRANCHES + presentation-only FileDiff reversal","LogGraphView.swift: TreeCompareDetailView + DiagnosticsLogger.swift: ProjectGitIncomingChangesSettingsView",verified-partial,"默认按 IntelliJ 将当前工作树显示为左侧、选中分支为右侧；Swap Sides 按项目持久化，并反转 hunk 起点、行号与 Addition/Deletion 展示；异步 diff 回填校验 swap 状态","原生 CompareBranchesDiffPanel/ChangesBrowser/DataContext lifecycle 与 UI automation 仍 partial","ArborTests/CompareSelectionTests.swift::testCompareBranchesSwapSidesSettingIsProjectScoped + testReversedFileDiffForPresentationSwapsSidesAndLineKinds + full xcodebuild test","Aligns GitVcsSettings.SWAP_SIDES_IN_COMPARE_BRANCHES without changing Log Compare with Current semantics"
Arbor.Current.Shelf.SecondaryRootExternalRefresh.2026-08-26,current verification override,cross-cutting,"Secondary-root Shelf external metadata refresh","RepositoryChangeScope.gitMetadata + secondary Shelf snapshot reload","WorkspaceOperations.swift: shouldRefreshSecondaryShelfSnapshot + reloadSecondaryShelfSnapshot; RepositoryIndexRevisionMonitor.swift: metadata watcher","verified-partial","当前选中的 secondary Git root 收到 shelf metadata 变更后，aggregate root refresh 完成后重新读取 Shelf、Recently Deleted 和 changelist；generation 与 root guard 防止旧事件覆盖新选择","IntelliJ ShelveChangesManagerListener/VcsNotifier/DataContext lifecycle、文件系统 watcher automation 与 native notification history 仍 partial","ArborTests/CompareSelectionTests.swift::testSecondaryShelfSnapshotRefreshRequiresItsOwnGitMetadataEvent + focused xcodebuild test (361 passed)","Closes stale secondary Shelf snapshot refresh without widening primary/worktree invalidation"
Arbor.Current.Commit.CrlfAttributeSemantics.2026-08-26,current verification override,commit,"Commit warning CRLF/config/attributes semantics","core.autocrlf + git check-attr text/crlf/binary","arbor-engine/src/checks.rs + attributes.rs; WorkspaceOperations.swift: Commit warning dialog","verified-partial","有效 core.autocrlf 为 true/input 时跳过 warning；Git attributes 显式声明 text、legacy crlf 或 binary 时不重复报警；无声明的 CRLF 工作区文件仍按 fork 边界触发 warning","CRLF 属性读取失败按 fork 语义保守跳过告警；原生 CRLF DialogWrapper/DataContext/VcsNotifier lifecycle 与 UI automation 仍 partial","arbor-engine/tests/commit_checks.rs::crlf_warning_respects_autocrlf_and_gitattributes + cargo test --test commit_checks","Aligns GitCrlfProblemsDetector without changing project-level warning controls"
Arbor.Current.Commit.MultiRootCrlfFix.2026-08-27,current verification override,commit,multi-root Commit CRLF fix action execution,global core.autocrlf write before commit,"WorkspaceOperations.swift: performMultiRootCommit","verified-partial","multi-root warning dialog 的“Set core.autocrlf and Commit”现在在 Git 写入前只执行一次 global core.autocrlf=input；写入失败不阻断本次提交，下一次仍会继续显示 CRLF warning","原生 GitCrlfDialog/DialogWrapper、DataContext/VcsNotifier lifecycle 与 UI automation 仍 partial","ArborTests/CompareSelectionTests.swift::testCommitWarningSettingsAreProjectScopedAndDefaultToIntelliJValues + focused/full xcodebuild test + cargo test --workspace --all-targets","Closes the multi-root path where the advertised CRLF fix was silently skipped"
Arbor.Current.GitStage.ProjectScopedIgnoredSetting.2026-08-27,current verification override,index,Git Stage Show Ignored project workspace setting,project-keyed UserDefaults + GitStageViewSettings,"RebasedWorkspaceViews.swift: GitStageViewSettings + RebasedCommitWorkspace",verified-partial,"Show Ignored defaults to visible and is persisted by normalized project path; switching projects and rebuilding the Commit workspace restores each project’s value; nil project paths remain non-persistent","Native GitStageUiSettings/DataContext/action lifecycle and UI automation remain partial","ArborTests/CompareSelectionTests.swift::testGitStageIgnoredFilesSettingIsProjectScoped + focused/full xcodebuild test + cargo fmt --check","Closes cross-project Git Stage ignored-files view state leakage"
Arbor.Current.ExternalVCS.UniqueBlobRenameIdentity.2026-08-27,current verification override,index,external VFS arbitrary-basename rename unique Git blob identity,Repository.worktree_blob_id + Repository.index_blob_id + repositoryUniqueContentRenameMatches,RepositoryIndexRevisionMonitor.swift; WorkspaceOperations.swift,verified-partial,"When FSEvents omits oldPath, a file's clean-filtered worktree blob id is matched against deleted tracked index blobs; only one-to-one blob matches automatically route Add+Remove for arbitrary basenames; existing filesystem-identity/status-oldPath/case-only routes remain unchanged","Duplicate content, modified content, directory events, unsafe paths, Git query failures and missing matches remain explicit basename review or conservative Add without guessing an old Remove; native VFS provenance/permission/banner/action history and UI automation remain partial","arbor-engine/tests/shelve.rs::blob_identity_matches_a_clean_filtered_worktree_rename_without_mutation + ArborTests/RepositoryFileChangeMonitorTests.swift::testUnpairedRenameUsesUniqueGitBlobIdentityForArbitraryBasenames + testUnpairedRenameDoesNotAutoPairDuplicateGitBlobIdentity + testExternalVCSActionPathsReconcileUnpairedRenamesWithoutGuessing + cargo test --all-targets + xcodebuild test + script/build_and_run.sh --verify","Current verification override for safe content-identity recovery; does not claim full native GitVFSListener lifecycle"
